Date,Transaction_Amount,Location,Anomaly
2024-12-27,2834.86,Chennai,0
2024-07-24,207.05,Chennai,0
2024-11-16,104.03,Chennai,0
2024-10-07,1908.74,Chennai,0
2024-06-21,4149.36,Chennai,0
2024-02-26,1468.22,Chennai,0
2024-08-28,436.11,Chennai,0
2024-06-12,2518.22,Chennai,0
2024-06-20,3417.48,Chennai,0
2024-03-22,1650.46,Chennai,0
2024-11-19,2441.23,Chennai,0
2024-03-02,1532.34,Chennai,0
2024-12-13,3514.81,Chennai,0
2024-12-22,2493.36,Chennai,0
2024-07-24,1541.94,Chennai,0
2024-01-26,1950.15,Chennai,0
2024-02-05,1563.66,Chennai,0
2024-10-31,661.1,Chennai,0
2024-05-02,2402.27,Chennai,0
2024-02-18,1048.76,Chennai,0
2024-11-24,4792.01,Chennai,0
2024-11-09,4467.09,Chennai,0
2024-03-09,2888.63,Chennai,0
2024-01-16,3173.33,Hyderabad,1
2024-02-04,581.33,Chennai,0
2024-09-26,3981.53,Chennai,0
2024-05-06,3044.37,Chennai,0
2024-05-21,2412.5,Chennai,0
2024-10-24,1902.53,Chennai,0
2024-01-18,2943.07,Chennai,0
2024-06-24,2239.53,Chennai,0
2024-07-30,1246.44,Chennai,0
2024-04-07,1861.67,Chennai,0
2024-10-30,1089.78,Chennai,0
2024-11-07,3948.41,Chennai,0
2024-05-26,3045.93,Chennai,0
2024-09-06,3360.21,Chennai,0
2024-06-02,226.73,Chennai,0
2024-08-07,1907.98,Chennai,0
2024-11-18,2573.37,Bangalore,1
2024-05-07,934.23,Chennai,0
2024-04-02,2237.36,Mumbai,1
2024-09-30,493.54,Chennai,0
2024-11-26,4112.8,Chennai,0
2024-06-01,4827.53,Chennai,0
2024-05-29,833.65,Chennai,0
2024-09-17,3810.01,Chennai,0
2024-06-14,3628.79,Chennai,0
2024-01-06,3510.72,Chennai,0
2024-11-19,3181.13,Chennai,0
2024-08-02,3016.85,Chennai,0
2024-04-19,1591.43,Chennai,0
2024-12-08,1800.93,Chennai,0
2024-08-17,40918.52,Chennai,1
2024-11-29,3316.41,Chennai,0
2024-09-13,3741.4,Chennai,0
2024-07-12,3765.17,Chennai,0
2024-01-08,2635.44,Chennai,0
2024-06-22,2027.15,Chennai,0
2024-07-17,1375.89,Chennai,0
2024-11-02,3721.19,Chennai,0
2024-10-30,996.59,Chennai,0
2024-07-20,4346.1,Chennai,0
2024-10-26,1539.17,Chennai,0
2024-02-11,4290.63,Chennai,0
2024-07-23,2419.35,Chennai,0
2024-04-27,3145.94,Chennai,0
2024-12-18,3148.86,Chennai,0
2024-04-27,789.03,Chennai,0
2024-10-29,4051.24,Chennai,0
2024-12-12,2892.71,Chennai,0
2024-01-12,2235.64,Chennai,0
2024-06-23,322.96,Chennai,0
2024-04-21,2062.92,Chennai,0
2024-09-17,419.15,Chennai,0
2024-08-22,3517.24,Chennai,0
2024-03-03,1301.75,Chennai,0
2024-05-03,2601.84,Chennai,0
2024-06-01,4037.22,Chennai,0
2024-08-29,4013.95,Chennai,0
2024-01-10,28247.89,Chennai,1
2024-05-11,3436.0,Chennai,0
2024-10-11,739.11,Chennai,0
2024-11-03,2393.92,Chennai,0
2024-10-30,2637.02,Chennai,0
2024-03-19,367.67,Chennai,0
2024-09-12,2601.35,Chennai,0
2024-02-10,4139.35,Chennai,0
2024-04-10,2028.03,Chennai,0
2024-07-26,4458.49,Chennai,0
2024-10-26,390.97,Chennai,0
2024-08-17,519.47,Chennai,0
2024-04-27,2033.67,Chennai,0
2024-04-10,4513.51,Chennai,0
2024-11-23,220.75,Chennai,0
2024-06-03,2291.7,Chennai,0
2024-08-04,596.04,Chennai,0
2024-06-15,1559.86,Chennai,0
2024-06-11,2575.99,Chennai,0
2024-03-28,173.8,Chennai,0
2024-09-27,1273.77,Chennai,0
2024-01-04,1376.59,Chennai,0
2024-12-07,4675.28,Chennai,0
2024-11-13,3283.31,Chennai,0
2024-04-10,4749.47,Chennai,0
2024-08-28,4775.11,Chennai,0
2024-01-31,4978.43,Chennai,0
2024-07-12,2697.01,Chennai,0
2024-03-11,1808.97,Chennai,0
2024-10-16,480.07,Chennai,0
2024-02-16,1061.17,Chennai,0
2024-03-06,4330.63,Chennai,0
2024-09-03,148.38,Chennai,0
2024-05-17,1884.56,Chennai,0
2024-10-07,4021.61,Chennai,0
2024-07-24,4508.66,Chennai,0
2024-11-02,3098.28,Chennai,0
2024-10-09,1670.74,Chennai,0
2024-01-03,911.38,Chennai,0
2024-09-30,3094.9,Chennai,0
2024-08-09,1616.6,Chennai,0
2024-12-27,2636.5,Chennai,0
2024-12-22,4165.7,Chennai,0
2024-09-25,1749.76,Chennai,0
2024-12-04,1168.16,Chennai,0
2024-06-30,1130.41,Chennai,0
2024-11-05,3975.1,Kolkata,1
2024-04-20,2841.99,Hyderabad,1
2024-09-19,713.67,Chennai,0
2024-12-03,2625.84,Chennai,0
2024-04-10,3740.46,Chennai,0
2024-06-10,190.65,Chennai,0
2024-06-09,2476.1,Chennai,0
2024-11-04,1111.78,Chennai,0
2024-03-19,2409.14,Chennai,0
2024-02-01,4073.68,Chennai,0
2024-08-30,2429.4,Chennai,0
2024-04-02,2290.33,Chennai,0
2024-12-06,552.29,Chennai,0
2024-12-12,4244.53,Chennai,0
2024-10-04,2593.0,Chennai,0
2024-05-26,2255.54,Chennai,0
2024-08-07,2180.76,Chennai,0
2024-02-18,1614.24,Chennai,0
2024-10-02,1744.58,Chennai,0
2024-06-07,2055.99,Chennai,0
2024-06-12,2032.45,Chennai,0
2024-10-25,1579.69,Chennai,0
2024-07-15,3834.06,Chennai,0
2024-11-22,22727.19,Chennai,1
2024-07-27,1532.84,Chennai,0
2024-04-04,2960.98,Chennai,0
2024-12-02,927.17,Chennai,0
2024-07-29,217.98,Chennai,0
2024-11-07,698.31,Chennai,0
2024-10-30,689.81,Chennai,0
2024-07-30,4537.46,Chennai,0
2024-07-09,1501.77,Chennai,0
2024-06-15,1533.42,Chennai,0
2024-04-11,1908.92,Chennai,0
2024-08-09,4233.28,Chennai,0
2024-12-18,3103.19,Chennai,0
2024-07-20,4307.83,Chennai,0
2024-02-03,3390.02,Chennai,0
2024-10-06,45726.71,Chennai,1
2024-09-12,1558.97,Chennai,0
2024-03-07,1088.58,Chennai,0
2024-02-10,4946.1,Chennai,0
2024-02-22,2516.24,Chennai,0
2024-11-29,1935.88,Chennai,0
2024-08-24,1656.04,Chennai,0
2024-01-11,3401.45,Chennai,0
2024-07-29,4552.11,Chennai,0
2024-03-04,671.27,Chennai,0
2024-06-05,1587.55,Chennai,0
2024-03-02,1060.81,Chennai,0
2024-04-14,645.29,Chennai,0
2024-04-26,4572.03,Chennai,0
2024-04-06,902.56,Chennai,0
2024-05-08,4791.47,Chennai,0
2024-09-28,4845.33,Chennai,0
2024-10-31,746.78,Chennai,0
2024-04-11,2790.13,Chennai,0
2024-08-10,4157.61,Chennai,0
2024-11-26,4794.08,Delhi,1
2024-06-12,2510.7,Chennai,0
2024-01-31,3593.34,Chennai,0
2024-05-21,3596.28,Chennai,0
2024-02-04,4592.59,Chennai,0
2024-06-15,3745.83,Chennai,0
2024-05-02,4554.58,Chennai,0
2024-02-13,1305.27,Chennai,0
2024-07-03,4920.31,Chennai,0
2024-05-01,4149.03,Chennai,0
2024-06-08,1748.73,Chennai,0
2024-07-05,2577.9,Chennai,0
2024-08-30,3694.71,Chennai,0
2024-10-29,3789.87,Chennai,0
2024-02-26,3806.67,Chennai,0
2024-11-22,571.72,Chennai,0
2024-03-03,140.18,Chennai,0
2024-03-09,466.35,Chennai,0
2024-11-28,3829.61,Chennai,0
2024-05-02,48048.22,Delhi,1
2024-06-17,1119.69,Chennai,0
2024-08-03,2615.97,Chennai,0
2024-10-14,3401.14,Chennai,0
2024-04-16,1780.7,Chennai,0
2024-08-12,4707.71,Chennai,0
2024-02-08,1640.43,Chennai,0
2024-08-03,4895.73,Kolkata,1
2024-06-03,3747.97,Chennai,0
2024-09-02,1452.16,Chennai,0
2024-01-27,1446.49,Chennai,0
2024-04-12,1029.81,Chennai,0
2024-05-07,1741.56,Chennai,0
2024-04-22,3197.39,Chennai,0
2024-09-12,2638.39,Chennai,0
2024-11-09,348.47,Chennai,0
2024-07-16,623.35,Chennai,0
2024-04-08,1777.2,Chennai,0
2024-11-12,3665.15,Chennai,0
2024-08-20,4059.13,Chennai,0
2024-07-25,615.62,Chennai,0
2024-10-17,2854.66,Chennai,0
2024-08-31,2420.56,Chennai,0
2024-11-11,3469.31,Mumbai,1
2024-10-03,2617.84,Chennai,0
2024-12-06,1156.02,Chennai,0
2024-03-15,1940.35,Chennai,0
2024-07-12,4660.41,Chennai,0
2024-01-27,2838.73,Chennai,0
2024-07-28,1403.21,Chennai,0
2024-09-15,2171.76,Kolkata,1
2024-07-03,3192.93,Chennai,0
2024-02-22,4766.48,Chennai,0
2024-12-15,2926.81,Chennai,0
2024-12-02,1803.41,Chennai,0
2024-01-02,4647.3,Chennai,0
2024-11-26,1161.23,Chennai,0
2024-01-25,1166.84,Chennai,0
2024-01-15,3459.44,Chennai,0
2024-12-24,1183.11,Chennai,0
2024-07-06,2601.32,Chennai,0
2024-06-03,1154.67,Chennai,0
2024-08-26,4397.1,Chennai,0
2024-12-11,3595.69,Chennai,0
2024-06-21,4297.21,Chennai,0
2024-10-20,3949.3,Chennai,0
2024-06-07,1744.32,Chennai,0
2024-01-23,190.09,Chennai,0
2024-02-15,3315.69,Chennai,0
2024-08-02,2871.84,Chennai,0
2024-01-29,4531.29,Chennai,0
2024-05-17,1841.21,Chennai,0
2024-09-26,158.1,Chennai,0
2024-11-29,4260.51,Chennai,0
2024-07-17,822.25,Chennai,0
2024-05-06,1522.18,Chennai,0
2024-01-26,4446.14,Chennai,0
2024-01-13,316.72,Chennai,0
2024-04-13,3723.35,Mumbai,1
2024-04-17,3445.08,Chennai,0
2024-04-16,3206.82,Chennai,0
2024-06-03,4920.42,Chennai,0
2024-10-08,1172.04,Chennai,0
2024-11-13,239.5,Chennai,0
2024-04-22,4276.88,Chennai,0
2024-02-03,2580.42,Chennai,0
2024-06-05,2450.77,Delhi,1
2024-10-11,2091.3,Chennai,0
2024-02-15,2904.67,Chennai,0
2024-10-13,1094.77,Chennai,0
2024-10-16,143.88,Chennai,0
2024-05-27,397.66,Chennai,0
2024-12-08,2877.48,Chennai,0
2024-02-01,1029.83,Chennai,0
2024-02-07,2369.5,Chennai,0
2024-01-20,3484.0,Chennai,0
2024-08-08,4562.04,Chennai,0
2024-10-30,3163.33,Chennai,0
2024-06-12,2761.21,Chennai,0
2024-03-01,1659.48,Chennai,0
2024-07-20,1413.52,Chennai,0
2024-07-15,4829.92,Chennai,0
2024-05-11,4835.94,Chennai,0
2024-02-17,932.95,Chennai,0
2024-04-25,3499.41,Chennai,0
2024-04-10,3118.28,Chennai,0
2024-02-10,1457.25,Chennai,0
2024-08-16,4866.18,Chennai,0
2024-12-04,1677.92,Chennai,0
2024-12-16,1624.98,Delhi,1
2024-04-18,2090.38,Chennai,0
2024-12-20,2864.81,Chennai,0
2024-10-02,3856.39,Chennai,0
2024-05-25,1094.5,Chennai,0
2024-06-01,4955.95,Chennai,0
2024-05-07,2492.93,Chennai,0
2024-12-19,2972.82,Chennai,0
2024-12-23,17176.78,Chennai,1
2024-01-05,870.38,Chennai,0
2024-01-27,150.03,Chennai,0
2024-09-12,2323.51,Chennai,0
2024-10-11,1328.06,Chennai,0
2024-12-09,191.58,Chennai,0
2024-10-22,2429.44,Chennai,0
2024-10-18,127.12,Chennai,0
2024-06-30,3113.09,Chennai,0
2024-01-28,967.83,Chennai,0
2024-01-28,4631.6,Chennai,0
2024-04-23,4167.2,Delhi,1
2024-03-05,2563.06,Kolkata,1
2024-12-14,30072.65,Chennai,1
2024-02-14,2833.89,Chennai,0
2024-06-08,2804.89,Chennai,0
2024-11-19,719.21,Chennai,0
2024-12-17,111.05,Chennai,0
2024-04-26,1663.98,Chennai,0
2024-09-17,2259.54,Chennai,0
2024-11-12,4548.38,Chennai,0
2024-10-20,3955.74,Chennai,0
2024-11-17,4845.55,Chennai,0
2024-03-31,4973.75,Chennai,0
2024-08-15,2326.43,Chennai,0
2024-08-29,2630.78,Chennai,0
2024-11-12,3506.49,Mumbai,1
2024-03-28,2210.4,Chennai,0
2024-09-05,4555.91,Chennai,0
2024-01-26,3727.52,Chennai,0
2024-10-14,3794.82,Chennai,0
2024-12-22,15531.0,Chennai,1
2024-12-26,3021.74,Chennai,0
2024-06-16,2319.97,Chennai,0
2024-01-23,1700.92,Delhi,1
2024-12-14,2513.27,Chennai,0
2024-06-20,4453.45,Chennai,0
2024-03-25,2688.0,Chennai,0
2024-03-03,23645.05,Mumbai,1
2024-01-17,4430.53,Chennai,0
2024-01-22,34282.06,Chennai,1
2024-10-10,2443.52,Chennai,0
2024-12-27,1167.43,Chennai,0
2024-07-15,4738.56,Chennai,0
2024-10-16,1655.3,Chennai,0
2024-10-04,2648.95,Chennai,0
2024-11-16,2920.33,Chennai,0
2024-03-04,22160.63,Chennai,1
2024-11-16,26657.92,Chennai,1
2024-10-23,1877.44,Chennai,0
2024-04-21,299.28,Chennai,0
2024-09-12,3265.66,Chennai,0
2024-11-21,884.59,Chennai,0
2024-12-02,1169.75,Chennai,0
2024-04-19,4734.89,Chennai,0
2024-02-20,4442.59,Chennai,0
2024-09-26,2424.94,Chennai,0
2024-07-04,395.88,Chennai,0
2024-02-10,3944.16,Chennai,0
2024-06-01,1668.93,Chennai,0
2024-07-18,4933.52,Chennai,0
2024-11-20,3201.3,Chennai,0
2024-04-03,4688.33,Chennai,0
2024-05-15,374.84,Chennai,0
2024-02-05,23749.42,Chennai,1
2024-11-08,384.33,Chennai,0
2024-09-12,2043.4,Chennai,0
2024-02-11,3595.72,Chennai,0
2024-12-09,2316.51,Chennai,0
2024-06-23,1095.95,Chennai,0
2024-11-10,4968.77,Chennai,0
2024-05-28,3086.61,Chennai,0
2024-02-09,2378.61,Chennai,0
2024-07-30,2461.36,Chennai,0
2024-01-24,4668.82,Chennai,0
2024-03-17,2516.85,Chennai,0
2024-12-12,1444.67,Chennai,0
2024-10-21,4436.64,Chennai,0
2024-09-29,4748.05,Chennai,0
2024-02-19,396.68,Hyderabad,1
2024-06-09,4356.42,Chennai,0
2024-09-02,2109.95,Chennai,0
2024-08-02,443.35,Hyderabad,1
2024-07-27,4542.32,Chennai,0
2024-12-07,1543.81,Chennai,0
2024-06-26,3302.27,Chennai,0
2024-11-20,316.25,Chennai,0
2024-05-24,606.26,Chennai,0
2024-09-01,3978.81,Chennai,0
2024-06-11,3834.97,Chennai,0
2024-01-12,2912.74,Chennai,0
2024-01-22,1853.01,Chennai,0
2024-02-05,2820.44,Chennai,0
2024-03-14,2994.66,Chennai,0
2024-05-24,3925.32,Chennai,0
2024-11-17,24044.31,Chennai,1
2024-03-31,4973.38,Chennai,0
2024-09-05,485.22,Chennai,0
2024-09-14,1565.86,Chennai,0
2024-03-24,2207.57,Chennai,0
2024-07-31,4780.31,Chennai,0
2024-07-07,3694.85,Chennai,0
2024-10-13,107.58,Chennai,0
2024-11-16,4346.79,Chennai,0
2024-08-24,352.61,Chennai,0
2024-11-19,562.06,Chennai,0
2024-07-08,3960.46,Chennai,0
2024-05-22,1588.1,Chennai,0
2024-04-10,4281.6,Chennai,0
2024-06-23,1112.32,Chennai,0
2024-05-10,405.89,Chennai,0
2024-10-20,3441.56,Chennai,0
2024-03-10,4729.61,Chennai,0
2024-04-13,2331.7,Chennai,0
2024-08-04,1047.23,Chennai,0
2024-06-27,584.71,Chennai,0
2024-02-06,39017.15,Chennai,1
2024-12-02,3128.45,Chennai,0
2024-08-25,1978.38,Chennai,0
2024-08-06,716.31,Hyderabad,1
2024-03-09,2781.86,Chennai,0
2024-09-13,3653.44,Chennai,0
2024-09-24,3726.42,Chennai,0
2024-02-06,4854.68,Chennai,0
2024-08-21,2813.13,Chennai,0
2024-04-18,2060.24,Chennai,0
2024-06-01,1110.88,Chennai,0
2024-11-25,203.88,Chennai,0
2024-12-29,2047.69,Chennai,0
2024-11-01,2484.84,Chennai,0
2024-04-18,561.57,Chennai,0
2024-03-25,3663.86,Chennai,0
2024-06-14,4685.34,Chennai,0
2024-04-09,2215.61,Chennai,0
2024-01-11,521.0,Chennai,0
2024-08-23,1659.92,Chennai,0
2024-07-18,1287.17,Chennai,0
2024-02-09,2939.46,Chennai,0
2024-05-24,1973.58,Chennai,0
2024-12-23,567.66,Chennai,0
2024-09-15,41431.54,Chennai,1
2024-06-15,2389.0,Chennai,0
2024-11-07,4084.5,Chennai,0
2024-11-12,2992.42,Chennai,0
2024-01-18,3878.11,Chennai,0
2024-02-20,2838.84,Chennai,0
2024-10-23,2252.63,Chennai,0
2024-06-03,587.46,Chennai,0
2024-02-08,839.13,Chennai,0
2024-10-29,3744.9,Chennai,0
2024-08-13,2992.34,Chennai,0
2024-07-19,329.76,Chennai,0
2024-05-26,1343.14,Chennai,0
2024-06-21,2494.73,Chennai,0
2024-01-22,180.78,Chennai,0
2024-05-13,1631.67,Chennai,0
2024-11-20,3165.2,Chennai,0
2024-07-13,1108.88,Chennai,0
2024-04-25,2898.41,Kolkata,1
2024-04-22,1323.48,Chennai,0
2024-03-31,3983.05,Chennai,0
2024-03-18,4683.73,Kolkata,1
2024-12-10,959.55,Chennai,0
2024-01-22,2046.2,Chennai,0
2024-11-17,1467.93,Chennai,0
2024-04-17,4115.03,Chennai,0
2024-01-21,1882.87,Chennai,0
2024-02-11,3899.63,Chennai,0
2024-05-20,1928.45,Chennai,0
2024-04-10,4946.53,Chennai,0
2024-05-21,1173.55,Chennai,0
2024-09-07,46095.65,Chennai,1
2024-06-06,3787.38,Chennai,0
2024-10-23,4569.0,Chennai,0
2024-05-24,3637.44,Chennai,0
2024-09-06,292.76,Chennai,0
2024-09-05,4033.06,Chennai,0
2024-10-25,2345.26,Chennai,0
2024-03-30,4678.7,Chennai,0
2024-08-29,3526.58,Chennai,0
2024-03-14,2866.73,Chennai,0
2024-12-25,3447.14,Chennai,0
2024-11-27,1979.17,Chennai,0
2024-05-20,2794.08,Chennai,0
2024-10-15,2838.03,Chennai,0
2024-11-17,684.53,Mumbai,1
2024-05-27,2186.33,Chennai,0
2024-01-18,2489.14,Chennai,0
2024-11-12,4375.84,Chennai,0
2024-09-24,658.89,Delhi,1
2024-05-19,403.67,Chennai,0
2024-08-02,2529.88,Chennai,0
2024-10-07,1489.2,Chennai,0
2024-02-06,654.4,Chennai,0
2024-08-28,1297.17,Chennai,0
2024-11-13,4755.31,Chennai,0
2024-07-27,2621.46,Chennai,0
2024-04-21,4535.35,Chennai,0
2024-05-05,32724.87,Chennai,1
2024-08-20,1026.07,Chennai,0
2024-07-12,1258.99,Chennai,0
2024-06-20,4615.86,Chennai,0
2024-11-07,2974.64,Chennai,0
2024-07-02,402.4,Chennai,0
2024-04-26,3019.67,Chennai,0
2024-08-11,4691.88,Chennai,0
2024-09-06,4312.98,Chennai,0
2024-06-09,2051.67,Chennai,0
2024-12-06,2138.67,Chennai,0
2024-09-24,4456.68,Chennai,0
2024-09-25,343.19,Chennai,0
2024-02-18,4839.75,Chennai,0
2024-02-25,2580.91,Chennai,0
2024-03-23,1869.27,Chennai,0
2024-08-30,687.81,Chennai,0
2024-09-10,922.01,Chennai,0
2024-10-21,1547.68,Hyderabad,1
2024-03-14,1220.1,Chennai,0
2024-03-17,1233.02,Chennai,0
2024-05-31,1266.96,Chennai,0
2024-10-18,4827.15,Chennai,0
2024-12-14,1648.41,Chennai,0
2024-05-12,1920.54,Chennai,0
2024-06-01,2002.32,Delhi,1
2024-03-20,1840.53,Chennai,0
2024-03-25,3461.55,Chennai,0
2024-05-31,1190.31,Delhi,1
2024-05-06,341.12,Chennai,0
2024-11-23,4778.08,Chennai,0
2024-01-16,2063.88,Chennai,0
2024-03-23,540.18,Chennai,0
2024-06-08,2456.29,Chennai,0
2024-11-10,3908.22,Chennai,0
2024-09-18,3910.54,Chennai,0
2024-04-22,3128.64,Chennai,0
2024-10-17,1222.84,Chennai,0
2024-06-23,1401.5,Chennai,0
2024-10-01,3689.41,Chennai,0
2024-07-27,4905.0,Kolkata,1
2024-08-27,1935.35,Chennai,0
2024-12-08,2697.18,Chennai,0
2024-05-21,1572.72,Chennai,0
2024-05-08,3553.57,Chennai,0
2024-12-10,39352.22,Chennai,1
2024-11-28,1491.83,Chennai,0
2024-05-26,1884.74,Chennai,0
2024-11-12,4422.03,Chennai,0
2024-07-27,4581.26,Chennai,0
2024-07-01,3072.65,Chennai,0
2024-12-02,2668.82,Chennai,0
2024-10-27,2958.67,Chennai,0
2024-11-19,3390.72,Chennai,0
2024-03-18,3392.06,Chennai,0
2024-09-13,699.44,Chennai,0
2024-12-26,2053.03,Chennai,0
2024-06-19,503.03,Chennai,0
2024-04-12,2287.03,Chennai,0
2024-11-24,1519.97,Chennai,0
2024-11-09,4380.63,Chennai,0
2024-07-17,2533.64,Chennai,0
2024-03-29,346.85,Chennai,0
2024-10-05,4768.27,Chennai,0
2024-03-08,4719.77,Chennai,0
2024-03-29,1682.58,Chennai,0
2024-11-09,1916.45,Chennai,0
2024-12-04,1407.81,Chennai,0
2024-06-28,4245.77,Chennai,0
2024-09-29,4401.63,Chennai,0
2024-09-08,3276.03,Chennai,0
2024-02-20,1471.67,Chennai,0
2024-09-04,2783.02,Chennai,0
2024-06-22,4202.22,Bangalore,1
2024-07-05,4901.14,Chennai,0
2024-05-31,4373.64,Chennai,0
2024-10-09,1455.25,Chennai,0
2024-03-29,4507.68,Chennai,0
2024-04-09,538.6,Chennai,0
2024-04-28,4287.76,Chennai,0
2024-10-14,604.23,Chennai,0
2024-01-19,196.05,Bangalore,1
2024-09-20,3724.3,Chennai,0
2024-05-31,2358.63,Chennai,0
2024-09-24,4763.13,Chennai,0
2024-07-02,1106.06,Chennai,0
2024-04-06,2175.91,Chennai,0
2024-09-04,178.44,Chennai,0
2024-08-26,2216.48,Chennai,0
2024-09-14,2580.04,Chennai,0
2024-05-29,4349.34,Chennai,0
2024-12-16,4376.96,Chennai,0
2024-09-10,1118.45,Chennai,0
2024-10-30,764.29,Chennai,0
2024-01-25,3531.67,Chennai,0
2024-05-30,4687.42,Chennai,0
2024-03-15,4179.85,Chennai,0
2024-04-22,3855.02,Chennai,0
2024-06-22,4623.57,Chennai,0
2024-05-30,2676.52,Chennai,0
2024-06-21,3155.31,Chennai,0
2024-06-27,2545.54,Chennai,0
2024-09-01,1689.27,Chennai,0
2024-05-30,4085.36,Chennai,0
2024-06-26,1348.19,Chennai,0
2024-02-27,936.54,Chennai,0
2024-10-30,4086.57,Chennai,0
2024-03-16,2561.16,Chennai,0
2024-01-08,3955.59,Chennai,0
2024-11-04,2786.69,Chennai,0
2024-07-11,756.69,Chennai,0
2024-05-06,4139.72,Chennai,0
2024-09-22,4156.62,Hyderabad,1
2024-05-06,4727.84,Chennai,0
2024-08-31,161.46,Chennai,0
2024-03-10,2346.48,Chennai,0
2024-07-27,2325.6,Mumbai,1
2024-05-14,4738.77,Chennai,0
2024-03-24,2563.78,Chennai,0
2024-03-31,33579.82,Chennai,1
2024-05-10,1460.39,Chennai,0
2024-05-11,1904.15,Chennai,0
2024-02-22,545.26,Delhi,1
2024-04-02,1895.59,Chennai,0
2024-07-10,1621.54,Chennai,0
2024-07-14,27019.55,Chennai,1
2024-03-19,15490.31,Chennai,1
2024-04-14,3469.58,Delhi,1
2024-09-06,4683.97,Chennai,0
2024-01-24,1366.36,Chennai,0
2024-01-11,3950.64,Chennai,0
2024-01-15,3368.4,Chennai,0
2024-05-19,201.72,Chennai,0
2024-04-19,12482.85,Chennai,1
2024-11-01,2952.21,Chennai,0
2024-01-20,2980.7,Chennai,0
2024-12-16,1946.56,Chennai,0
2024-09-25,4141.49,Chennai,0
2024-07-22,24691.84,Chennai,1
2024-03-08,1009.03,Chennai,0
2024-02-14,3020.02,Chennai,0
2024-03-07,2990.32,Hyderabad,1
2024-09-26,4971.52,Chennai,0
2024-03-26,990.87,Chennai,0
2024-03-22,2258.83,Chennai,0
2024-09-03,3753.31,Bangalore,1
2024-09-01,21028.77,Chennai,1
2024-04-26,4994.23,Chennai,0
2024-09-23,2139.5,Chennai,0
2024-06-29,13303.63,Chennai,1
2024-10-21,623.8,Chennai,0
2024-07-10,2062.24,Chennai,0
2024-09-08,2386.23,Hyderabad,1
2024-03-24,1772.18,Chennai,0
2024-12-22,3770.16,Chennai,0
2024-04-10,454.22,Chennai,0
2024-03-26,840.99,Hyderabad,1
2024-04-29,1113.21,Chennai,0
2024-04-23,4270.98,Chennai,0
2024-09-01,313.06,Chennai,0
2024-08-09,1011.65,Chennai,0
2024-02-04,3996.85,Chennai,0
2024-07-24,1419.11,Chennai,0
2024-06-29,964.9,Chennai,0
2024-08-01,1374.64,Chennai,0
2024-01-20,1940.14,Chennai,0
2024-03-02,2761.21,Chennai,0
2024-05-24,2649.21,Chennai,0
2024-01-11,682.66,Chennai,0
2024-07-28,991.72,Chennai,0
2024-08-04,1934.16,Chennai,0
2024-03-02,3214.35,Chennai,0
2024-04-29,3782.49,Chennai,0
2024-02-18,1535.8,Bangalore,1
2024-12-12,3190.54,Chennai,0
2024-04-04,1843.97,Chennai,0
2024-10-20,820.89,Chennai,0
2024-01-31,3291.08,Chennai,0
2024-06-03,1479.74,Chennai,0
2024-08-19,3978.06,Chennai,0
2024-08-16,327.9,Chennai,0
2024-10-20,1830.97,Chennai,0
2024-12-19,909.02,Chennai,0
2024-06-30,2518.28,Chennai,0
2024-04-03,1927.81,Chennai,0
2024-11-19,2676.1,Delhi,1
2024-07-26,36926.9,Chennai,1
2024-09-02,433.16,Chennai,0
2024-03-30,1279.84,Chennai,0
2024-03-15,45554.53,Bangalore,1
2024-08-07,1938.58,Chennai,0
2024-02-14,3848.94,Chennai,0
2024-11-25,39463.74,Chennai,1
2024-02-18,4401.22,Chennai,0
2024-04-15,2773.79,Chennai,0
2024-10-22,4807.26,Chennai,0
2024-02-12,1141.41,Chennai,0
2024-07-04,2242.66,Chennai,0
2024-02-13,4679.35,Chennai,0
2024-01-16,1545.91,Chennai,0
2024-03-28,2756.62,Chennai,0
2024-06-12,3037.52,Chennai,0
2024-08-08,1118.31,Chennai,0
2024-11-05,36994.06,Chennai,1
2024-04-19,1091.16,Chennai,0
2024-10-01,3466.92,Chennai,0
2024-02-24,2063.08,Chennai,0
2024-05-18,2050.27,Chennai,0
2024-06-17,19526.67,Chennai,1
2024-12-11,3199.8,Chennai,0
2024-07-27,1262.04,Chennai,0
2024-07-26,3700.3,Chennai,0
2024-06-11,3826.93,Chennai,0
2024-05-08,1602.98,Chennai,0
2024-08-17,45642.39,Chennai,1
2024-01-02,3179.94,Chennai,0
2024-11-10,2717.69,Chennai,0
2024-06-09,3465.87,Chennai,0
2024-11-15,4106.8,Chennai,0
2024-05-30,1956.59,Chennai,0
2024-05-01,1386.73,Chennai,0
2024-05-26,3929.69,Chennai,0
2024-05-24,2252.14,Chennai,0
2024-08-14,565.9,Chennai,0
2024-04-14,2048.41,Chennai,0
2024-07-11,1152.88,Chennai,0
2024-06-06,4248.4,Chennai,0
2024-05-09,2586.76,Chennai,0
2024-08-27,1755.82,Chennai,0
2024-11-12,1527.04,Chennai,0
2024-10-21,1497.51,Chennai,0
2024-01-17,2377.85,Chennai,0
2024-09-19,2391.34,Chennai,0
2024-09-21,1835.23,Chennai,0
2024-08-14,3254.58,Chennai,0
2024-03-20,3941.97,Chennai,0
2024-02-12,2159.22,Chennai,0
2024-02-09,4800.94,Chennai,0
2024-11-05,4754.49,Chennai,0
2024-09-08,38712.71,Chennai,1
2024-02-06,3398.77,Chennai,0
